,code,date,news,extract_code,extracted_date
275,https://www.klsescreener.com/v2/news/stock/1818,"TheEdge27 Mar, 2019 16:00pm - 4 hours ago",Aturmaju said to be acquiring a solar operator,1818,2019-03-27
290,https://www.klsescreener.com/v2/news/stock/1818,"TheStar27 Mar, 2019 07:35am - 12 hours ago","SCGM records RM694,000 third quarter loss",1818,2019-03-27
287,https://www.klsescreener.com/v2/news/stock/1818,"TheEdge27 Mar, 2019 09:03am - 11 hours ago",Astro Malaysia 4Q net profit down 35% to RM118.4m,1818,2019-03-27
287,https://www.klsescreener.com/v2/news/stock/1818,"TheStar18 Mar, 2019 10:15am - 3 hours ago","Foreign outflows enter fifth straight week, albeit lower",1818,2019-03-18
290,https://www.klsescreener.com/v2/news/stock/1818,"TheEdge18 Mar, 2019 09:41am - 4 hours ago","Foreign selling narrowed to RM421m last week, says MIDF Research",1818,2019-03-18
289,https://www.klsescreener.com/v2/news/stock/1818,"TheEdge18 Mar, 2019 09:42am - 4 hours ago",Indonesian JV to kick off in two months,1818,2019-03-18
288,https://www.klsescreener.com/v2/news/stock/1818,"TheStar18 Mar, 2019 10:04am - 3 hours ago",Quick take: Boustead shares up on assets disposal move,1818,2019-03-18
291,https://www.klsescreener.com/v2/news/stock/1818,"TheStar27 Mar, 2019 07:35am - 12 hours ago",Kim Loong net profit down on reduced CPO prices,1818,2019-03-27
286,https://www.klsescreener.com/v2/news/stock/1818,"TheEdge18 Mar, 2019 11:02am - 2 hours ago","Construction stocks running ahead of fundamentals, says MIDF Research",1818,2019-03-18
283,https://www.klsescreener.com/v2/news/stock/1818,"TheEdge18 Mar, 2019 15:54pm - Just now ago",Dayang dips as investors take profit,1818,2019-03-18
3052,https://www.klsescreener.com/v2/news/stock/1899,"TheEdge07 Mar, 2019 11:00am - 1 week ago",Plantation earnings in 2019 seen mixed after weaker CPO prices in 4Q18,1899,2019-03-07
3096,https://www.klsescreener.com/v2/news/stock/1899,"TheEdge14 Mar, 2019 21:00pm - 1 week ago",IKEA’s first store in northern Peninsular Malaysia a hit among shoppers,1899,2019-03-14
3097,https://www.klsescreener.com/v2/news/stock/1899,"Orientaldaily11 Mar, 2019 19:47pm - 2 weeks ago",庫存305萬公噸高預期　棕油價中短期料承壓,1899,2019-03-11
3098,https://www.klsescreener.com/v2/news/stock/1899,"Sinchew11 Mar, 2019 18:42pm - 2 weeks ago",全球经济前景疑虑‧马股面临卖压跌15.27点,1899,2019-03-11
3087,https://www.klsescreener.com/v2/news/stock/1899,"Chinapress26 Mar, 2019 17:30pm - 1 day ago",棕油期货价跌跌跌 种植股遭抛售受压,1899,2019-03-26
3093,https://www.klsescreener.com/v2/news/stock/1899,"TheEdge15 Mar, 2019 16:00pm - 1 week ago",Housing prices stay mostly unchanged,1899,2019-03-15
3062,https://www.klsescreener.com/v2/news/stock/1899,"TheEdge28 Feb, 2019 19:10pm - 2 weeks ago","Paramount Corp 4Q net profit up 25%, proposes 6 sen dividend",1899,2019-02-28
3061,https://www.klsescreener.com/v2/news/stock/1899,"TheStar04 Mar, 2019 00:00am - 2 weeks ago",Positive contribution from Penang,1899,2019-03-04
3092,https://www.klsescreener.com/v2/news/stock/1899,"TheStar23 Mar, 2019 09:05am - 4 days ago",Top 40 Richest Malaysians: Part 3,1899,2019-03-23
17849,https://www.klsescreener.com/v2/news/stock/1902,"TheEdge18 Mar, 2019 08:55am - 4 hours ago",End of the road for ABN,1902,2019-03-18
17850,https://www.klsescreener.com/v2/news/stock/1902,"TheEdge13 Mar, 2019 16:00pm - 4 days ago",Harn Len disposes of estates in Peninsular Malaysia,1902,2019-03-13
1655,https://www.klsescreener.com/v2/news/stock/1929,"Sinchew12 Mar, 2019 12:42pm - 2 weeks ago",油气股续登热门榜·马股冲上1672点,1929,2019-03-12
261,https://www.klsescreener.com/v2/news/stock/1961,"TheEdge11 Mar, 2019 22:01pm - 6 days ago",Yeo Bee Yin and IOI Properties CEO got hitched today,1961,2019-03-11
260,https://www.klsescreener.com/v2/news/stock/1961,"Nanyang12 Mar, 2019 09:20am - 6 days ago",【独家】近郭鹤年财富50% 4手套天王身家204亿,1961,2019-03-12
266,https://www.klsescreener.com/v2/news/stock/1961,"TheEdge07 Mar, 2019 13:00pm - 1 week ago",原棕油价格前景低迷 丰隆投行研究下修种植领域,1961,2019-03-07
265,https://www.klsescreener.com/v2/news/stock/1961,"TheStar08 Mar, 2019 13:12pm - 1 week ago",KLCI slides as slowing growth weighs on global markets,1961,2019-03-08
267,https://www.klsescreener.com/v2/news/stock/1961,"TheEdge07 Mar, 2019 12:18pm - 1 week ago",HLIB Research downgrades plantation sector on subdued CPO price outlook,1961,2019-03-07
269,https://www.klsescreener.com/v2/news/stock/1961,"Nanyang07 Mar, 2019 00:00am - 1 week ago",福布斯:我国唯一破百亿美元郭鹤年跌出全球百富,1961,2019-03-07
270,https://www.klsescreener.com/v2/news/stock/1961,"Orientaldaily06 Mar, 2019 21:46pm - 1 week ago",棕油價回升助力不大　種植公司未走出低潮,1961,2019-03-06
262,https://www.klsescreener.com/v2/news/stock/1961,"TheStar19 Mar, 2019 13:38pm - 1 week ago","KLCI erases early gains, ringgit flat as Fed announcement looms",1961,2019-03-19
265,https://www.klsescreener.com/v2/news/stock/1961,"TheStar15 Mar, 2019 13:02pm - 1 week ago",Mild pick up on the KLCI amid trade noise,1961,2019-03-15
260,https://www.klsescreener.com/v2/news/stock/1961,"TheEdge20 Mar, 2019 09:09am - 1 week ago",KLCI dips 0.29% as momentum indicators remain sluggish,1961,2019-03-20
255,https://www.klsescreener.com/v2/news/stock/1961,"Nanyang25 Mar, 2019 21:10pm - 1 day ago",【独家】关注能否“富过N代” 继承计划牵引富豪动向,1961,2019-03-25
256,https://www.klsescreener.com/v2/news/stock/1961,"TheStar23 Mar, 2019 08:55am - 4 days ago",Top 40 Richest Malaysian: Part 1,1961,2019-03-23
1907,https://www.klsescreener.com/v2/news/stock/2062,"Nanyang27 Feb, 2019 00:00am - 2 weeks ago","脱售资产带动
UEM阳光末季转盈2008万",2062,2019-02-27
1906,https://www.klsescreener.com/v2/news/stock/2062,"TheEdge28 Feb, 2019 11:23am - 2 weeks ago","Hello, Hong Kong!",2062,2019-02-28
1905,https://www.klsescreener.com/v2/news/stock/2062,"TheEdge18 Mar, 2019 09:46am - 3 hours ago","Tiong Nam’ sees no capex tightening, cost cutting",2062,2019-03-18
11051,https://www.klsescreener.com/v2/news/stock/2062,"TheEdge22 Mar, 2019 15:00pm - 5 days ago",Start-up: Breaking boundaries,2062,2019-03-22
873,https://www.klsescreener.com/v2/news/stock/2089,"Sinchew26 Feb, 2019 12:41pm - 2 weeks ago",联合种植派息1.10令吉,2089,2019-02-26
896,https://www.klsescreener.com/v2/news/stock/2089,"TheEdge25 Mar, 2019 10:28am - 2 days ago",Still lack of growth catalysts despite share price at multi-year low,2089,2019-03-25
869,https://www.klsescreener.com/v2/news/stock/2089,"Sinchew26 Feb, 2019 19:57pm - 2 weeks ago",油气拖累‧马股走低,2089,2019-02-26
11226,https://www.klsescreener.com/v2/news/stock/2127,"TheEdge18 Mar, 2019 11:07am - 2 hours ago",Which is the best car to get driven around in?,2127,2019-03-18
1712,https://www.klsescreener.com/v2/news/stock/2127,"TheStar27 Mar, 2019 09:04am - 11 hours ago","Trading ideas: Astro, VS Industry, Comfort Gloves, Advancecon, AirAsia",2127,2019-03-27
1709,https://www.klsescreener.com/v2/news/stock/2127,"TheEdge27 Mar, 2019 10:21am - 9 hours ago",末季净利大涨兼派息 刺激Comfort Gloves升4.32%,2127,2019-03-27
1710,https://www.klsescreener.com/v2/news/stock/2127,"TheStar27 Mar, 2019 09:54am - 10 hours ago",Quick take: Comfort Gloves shares up on higher Q4 profit,2127,2019-03-27
1711,https://www.klsescreener.com/v2/news/stock/2127,"TheEdge27 Mar, 2019 09:40am - 10 hours ago","Comfort Gloves up 4.32% on firm 4Q earnings, dividend",2127,2019-03-27
1713,https://www.klsescreener.com/v2/news/stock/2127,"TheEdge26 Mar, 2019 22:55pm - 21 hours ago","Astro, Advancecon, Comfort Gloves, SCGM, VS Industry and AirAsia",2127,2019-03-26
1714,https://www.klsescreener.com/v2/news/stock/2127,"TheEdge26 Mar, 2019 20:12pm - 23 hours ago",Comfort Gloves末季净利翻倍至939万,2127,2019-03-26
1715,https://www.klsescreener.com/v2/news/stock/2127,"TheEdge26 Mar, 2019 19:36pm - 1 day ago",Comfort Gloves’ 4Q earnings double to RM9.39m,2127,2019-03-26
13357,https://www.klsescreener.com/v2/news/stock/2186,"TheEdge21 Mar, 2019 15:00pm - 6 days ago",8th and Stellar a landmark development for Chin Hin group,2186,2019-03-21
13915,https://www.klsescreener.com/v2/news/stock/2194,"TheEdge28 Feb, 2019 10:38am - 2 weeks ago",UMW Holdings shares decline 2.6% to lowest in six weeks,2194,2019-02-28
13913,https://www.klsescreener.com/v2/news/stock/2194,"TheStar28 Feb, 2019 13:16pm - 2 weeks ago",Kimlun pots net profit of RM61m in FY18,2194,2019-02-28
13912,https://www.klsescreener.com/v2/news/stock/2194,"Sinchew28 Feb, 2019 16:16pm - 2 weeks ago",捷运港口提振·MMC末季淨利扬60%,2194,2019-02-28
13911,https://www.klsescreener.com/v2/news/stock/2194,"TheEdge28 Feb, 2019 20:21pm - 2 weeks ago",First phase of MMC Corp's sewage treatment plant to start operation by April,2194,2019-02-28
13914,https://www.klsescreener.com/v2/news/stock/2194,"TheEdge28 Feb, 2019 10:50am - 2 weeks ago","MMC 4Q net profit up 60% on contribution from Penang Port, MRT works",2194,2019-02-28
13916,https://www.klsescreener.com/v2/news/stock/2194,"TheEdge28 Feb, 2019 08:32am - 2 weeks ago","MMC Corp may move higher, says RHB Retail Research",2194,2019-02-28
4805,https://www.klsescreener.com/v2/news/stock/2194,"TheEdge22 Mar, 2019 01:04am - 5 days ago",Health Ministry scrutinising new application for permit by Mawar,2194,2019-03-22
13919,https://www.klsescreener.com/v2/news/stock/2194,"TheEdge27 Feb, 2019 20:08pm - 2 weeks ago","MMC 4Q net profit surges 59.8% on contribution from Penang Port, MRT works",2194,2019-02-27
13910,https://www.klsescreener.com/v2/news/stock/2194,"TheEdge05 Mar, 2019 00:22am - 1 week ago",Positive progress in setting up Malaysia Media Council,2194,2019-03-05
4808,https://www.klsescreener.com/v2/news/stock/2194,"TheStar21 Mar, 2019 09:45am - 6 days ago",Quick take: Econpile shares boosted by contract win,2194,2019-03-21
4804,https://www.klsescreener.com/v2/news/stock/2194,"TheEdge22 Mar, 2019 10:45am - 5 days ago",Econpile’s job wins to date broadly consistent with FY19 assumption,2194,2019-03-22
13909,https://www.klsescreener.com/v2/news/stock/2194,"TheEdge05 Mar, 2019 15:00pm - 1 week ago","Special Report: ‘Break up airports for good reason, not for politics’",2194,2019-03-05
4812,https://www.klsescreener.com/v2/news/stock/2194,"TheStar21 Mar, 2019 09:04am - 6 days ago","Trading ideas: Econpile, Sunway Construction, KKB engineering, LFE",2194,2019-03-21
13907,https://www.klsescreener.com/v2/news/stock/2194,"TheEdge06 Mar, 2019 16:23pm - 1 week ago",Malaysia's richest man is slightly less rich now,2194,2019-03-06
13906,https://www.klsescreener.com/v2/news/stock/2194,"TheEdge06 Mar, 2019 16:54pm - 1 week ago",KWAP is said to seek revival of RM3.5 bil border deal,2194,2019-03-06
13905,https://www.klsescreener.com/v2/news/stock/2194,"Orientaldaily06 Mar, 2019 21:42pm - 1 week ago",有望重獲SKIN合約　必斯達亮股價沒反應,2194,2019-03-06
13904,https://www.klsescreener.com/v2/news/stock/2194,"TheStar07 Mar, 2019 00:00am - 1 week ago",KWAP seeks revival of RM3.5bil border deal,2194,2019-03-07
13903,https://www.klsescreener.com/v2/news/stock/2194,"Nanyang07 Mar, 2019 00:00am - 1 week ago","探讨降价17% 增持必达量
传KWAP力挽SKIN",2194,2019-03-07
13902,https://www.klsescreener.com/v2/news/stock/2194,"Sinchew07 Mar, 2019 11:49am - 1 week ago",拟削减17%成本·毕达良寻求重启SKIN,2194,2019-03-07
4811,https://www.klsescreener.com/v2/news/stock/2194,"TheEdge21 Mar, 2019 09:24am - 6 days ago",政府接管泛婆罗洲大道 摒弃PDP,2194,2019-03-21
4798,https://www.klsescreener.com/v2/news/stock/2194,"TheEdge27 Mar, 2019 18:11pm - 2 hours ago",Let journalists do their job without fear of violence — Gobind,2194,2019-03-27
4817,https://www.klsescreener.com/v2/news/stock/2194,"TheEdge20 Mar, 2019 18:44pm - 1 week ago",Econpile bags RM45m MRT2 job,2194,2019-03-20
4816,https://www.klsescreener.com/v2/news/stock/2194,"TheEdge20 Mar, 2019 19:25pm - 1 week ago",亿钢控股获4500万MRT2工程,2194,2019-03-20
4815,https://www.klsescreener.com/v2/news/stock/2194,"TheEdge20 Mar, 2019 23:08pm - 6 days ago","Sime Darby Plantation, LCT, Nylex, Utusan, Econpile, SunCon, KKB Engineering, Top Glove, KLCCP Stapled, UEM Sunrise and BAuto",2194,2019-03-20
4814,https://www.klsescreener.com/v2/news/stock/2194,"TheEdge21 Mar, 2019 00:59am - 6 days ago","Mawar Medical Centre fined RM100,000 for operating without licence",2194,2019-03-21
4813,https://www.klsescreener.com/v2/news/stock/2194,"TheEdge21 Mar, 2019 08:41am - 6 days ago","‘Govt takes over Pan Borneo Highway, removes PDP’",2194,2019-03-21
13908,https://www.klsescreener.com/v2/news/stock/2194,"Nanyang05 Mar, 2019 23:55pm - 1 week ago",热门股:马矿业上挑RM1.27,2194,2019-03-05
4800,https://www.klsescreener.com/v2/news/stock/2194,"Sinchew23 Mar, 2019 12:33pm - 4 days ago",大道难到手 ·港口贡献大·MMC机构仍看俏,2194,2019-03-23
4799,https://www.klsescreener.com/v2/news/stock/2194,"Nanyang23 Mar, 2019 20:41pm - 3 days ago",若失泛婆大道合约 马矿业或少赚9%,2194,2019-03-23
4810,https://www.klsescreener.com/v2/news/stock/2194,"TheEdge21 Mar, 2019 09:24am - 6 days ago","Econpile active, up 2.10% on landing RM44.7m works for MRT2",2194,2019-03-21
4807,https://www.klsescreener.com/v2/news/stock/2194,"TheEdge21 Mar, 2019 09:47am - 6 days ago",获4470万MRT2工程 亿钢控股升1.05%,2194,2019-03-21
4809,https://www.klsescreener.com/v2/news/stock/2194,"Sinchew21 Mar, 2019 09:25am - 6 days ago",亿钢获4470万工程,2194,2019-03-21
4806,https://www.klsescreener.com/v2/news/stock/2194,"TheEdge21 Mar, 2019 10:47am - 6 days ago",MAHB’s passengers seen to be over 100 million this year,2194,2019-03-21
4802,https://www.klsescreener.com/v2/news/stock/2194,"TheStar23 Mar, 2019 08:05am - 4 days ago",Value seen in MMC despite Pan Borneo Highway uncertainty,2194,2019-03-23
16000,https://www.klsescreener.com/v2/news/stock/2216,"TheEdge28 Feb, 2019 11:06am - 2 weeks ago",IJM Plantations nine-month results below expectations,2216,2019-02-28
16001,https://www.klsescreener.com/v2/news/stock/2216,"Sinchew27 Feb, 2019 10:59am - 2 weeks ago",外汇亏损5920万·怡保工程第三季赚9342万,2216,2019-02-27
16002,https://www.klsescreener.com/v2/news/stock/2216,"TheStar27 Feb, 2019 09:06am - 2 weeks ago","Trading ideas: IOI Properties, Amway, Maybank, Genting Plantations, PetDag",2216,2019-02-27
16003,https://www.klsescreener.com/v2/news/stock/2216,"Nanyang27 Feb, 2019 00:00am - 2 weeks ago","产业基建业务改善
IJM第三季赚9342万",2216,2019-02-27
14622,https://www.klsescreener.com/v2/news/stock/2224,"TheEdge20 Mar, 2019 13:00pm - 1 week ago",Selangor Dredging's 37pct-owned Fortress Minerals gets Singapore listing approval,2224,2019-03-20
14614,https://www.klsescreener.com/v2/news/stock/2224,"Nanyang23 Mar, 2019 00:10am - 4 days ago",雪兰莪铁船联号公司狮城上市,2224,2019-03-23
14615,https://www.klsescreener.com/v2/news/stock/2224,"TheEdge22 Mar, 2019 10:58am - 5 days ago",Stock With Momentum: Selangor Dredging,2224,2019-03-22
14616,https://www.klsescreener.com/v2/news/stock/2224,"Chinapress21 Mar, 2019 23:36pm - 5 days ago",雪兰莪铁船子公司将上市新交所,2224,2019-03-21
14617,https://www.klsescreener.com/v2/news/stock/2224,"TheEdge21 Mar, 2019 13:11pm - 6 days ago","Sdred, UEMS, BDB, Jaycorp, Crest Builder, Hock Heng",2224,2019-03-21
14618,https://www.klsescreener.com/v2/news/stock/2224,"TheEdge21 Mar, 2019 10:26am - 6 days ago",Selangor Dredging's Fortress Minerals gets nod to list in Singapore,2224,2019-03-21
14619,https://www.klsescreener.com/v2/news/stock/2224,"TheStar20 Mar, 2019 15:22pm - 1 week ago",Selangor Dredging's associate company to list on Catalist Board,2224,2019-03-20
14620,https://www.klsescreener.com/v2/news/stock/2224,"TheEdge20 Mar, 2019 14:48pm - 1 week ago",雪兰莪铁船联号公司获准在狮城上市,2224,2019-03-20
14621,https://www.klsescreener.com/v2/news/stock/2224,"TheEdge20 Mar, 2019 14:00pm - 1 week ago",Selangor Dredging's 37%-owned Fortress Minerals gets green light to list in S'pore,2224,2019-03-20
7333,https://www.klsescreener.com/v2/news/stock/2259,"Sinchew23 Mar, 2019 11:45am - 4 days ago",新达南拟配售筹1899万,2259,2019-03-23
7332,https://www.klsescreener.com/v2/news/stock/2259,"Nanyang24 Mar, 2019 00:10am - 3 days ago",打南雄风私配筹1899万,2259,2019-03-24
8358,https://www.klsescreener.com/v2/news/stock/2283,"TheEdge06 Mar, 2019 13:14pm - 3 weeks ago","Xin Hwa, My EG, Zelan, WTK Holdings, Sarawak Cable, Velesto, PCCS, BIG, Teck Guan",2283,2019-03-06
8256,https://www.klsescreener.com/v2/news/stock/2283,"TheEdge13 Mar, 2019 06:29am - 5 days ago","Immediate support for Zelan at 7 sen, says AllianceDBS Research",2283,2019-03-13
8257,https://www.klsescreener.com/v2/news/stock/2283,"TheEdge12 Mar, 2019 10:36am - 6 days ago",Zelan seeks RM305m in arbitration against architects,2283,2019-03-12
8258,https://www.klsescreener.com/v2/news/stock/2283,"TheStar12 Mar, 2019 08:54am - 6 days ago","Trading ideas: Alam Maritim, KNM, Protasco, Zelan",2283,2019-03-12
8259,https://www.klsescreener.com/v2/news/stock/2283,"TheEdge11 Mar, 2019 23:21pm - 6 days ago","AirAsia, Alam Maritim Resources, APFT, KNM, Malaysia Pacific Corp, Protasco, Sapura Resources and Zelan",2283,2019-03-11
8260,https://www.klsescreener.com/v2/news/stock/2283,"TheEdge11 Mar, 2019 20:22pm - 6 days ago",Zelan seeks RM305m in arbitration against architectural firm,2283,2019-03-11
8347,https://www.klsescreener.com/v2/news/stock/2283,"TheEdge15 Mar, 2019 11:06am - 1 week ago",Stock With Momentum: Zelan,2283,2019-03-15
13046,https://www.klsescreener.com/v2/news/stock/2291,"TheStar12 Mar, 2019 00:00am - 6 days ago",Conference: Positive factors to buoy CPO prices,2291,2019-03-12
13048,https://www.klsescreener.com/v2/news/stock/2291,"TheStar11 Mar, 2019 08:58am - 1 week ago",Positive factors to buoy CPO prices,2291,2019-03-11
3991,https://www.klsescreener.com/v2/news/stock/2291,"TheEdge25 Mar, 2019 09:10am - 2 days ago",KLCI falls 0.95% as regional markets stumble,2291,2019-03-25
3984,https://www.klsescreener.com/v2/news/stock/2291,"Orientaldaily26 Mar, 2019 20:23pm - 23 hours ago",股價已反映2大利好　雲頂種植短期難大漲,2291,2019-03-26
3981,https://www.klsescreener.com/v2/news/stock/2291,"TheEdge27 Mar, 2019 11:00am - 9 hours ago",JPO Phase 3 expected to boost Genting Plantations’ future earnings,2291,2019-03-27
3982,https://www.klsescreener.com/v2/news/stock/2291,"Sinchew27 Mar, 2019 10:55am - 9 hours ago",柔名牌商品城扩大规模·云顶种植盈利看涨,2291,2019-03-27
